weekly_n,T_weeks,rho,sigma_txn,sigma_week,nonzero_weeks,pct_coverage,feasible,mde_pct,verdict
5,156,0.3,0.3,0.01,154.948880268143,0.993262053000915,TRUE,5.16558417510429,marginal
5,156,0.3,0.3,0.03,154.948880268143,0.993262053000915,TRUE,5.28143781656623,marginal
5,156,0.3,0.5,0.01,154.948880268143,0.993262053000915,TRUE,8.74055732400167,marginal
5,156,0.3,0.5,0.03,154.948880268143,0.993262053000915,TRUE,8.81304286835418,marginal
5,156,0.5,0.15,0.01,154.948880268143,0.993262053000915,TRUE,3.25794047055175,adequate
5,156,0.5,0.15,0.03,154.948880268143,0.993262053000915,TRUE,3.53464219397908,adequate
5,156,0.5,0.3,0.01,154.948880268143,0.993262053000915,TRUE,6.56607524644284,marginal
5,156,0.5,0.3,0.03,154.948880268143,0.993262053000915,TRUE,6.71432852255198,marginal
5,156,0.5,0.5,0.01,154.948880268143,0.993262053000915,TRUE,11.1604163923012,underpowered
5,156,0.5,0.5,0.03,154.948880268143,0.993262053000915,TRUE,11.2539859320978,underpowered
5,156,0.7,0.15,0.01,154.948880268143,0.993262053000915,TRUE,4.44029990507802,adequate
5,156,0.7,0.15,0.03,154.948880268143,0.993262053000915,TRUE,4.81974092038653,adequate
5,156,0.7,0.3,0.01,154.948880268143,0.993262053000915,TRUE,9.0002073266583,marginal
5,156,0.7,0.3,0.03,154.948880268143,0.993262053000915,TRUE,9.20574960530029,marginal
5,156,0.7,0.5,0.01,154.948880268143,0.993262053000915,TRUE,15.4166574271102,underpowered
5,156,0.7,0.5,0.03,154.948880268143,0.993262053000915,TRUE,15.5483311136098,underpowered
5,208,0,0.15,0.01,206.59850702419,0.993262053000915,TRUE,1.19104492618016,well_powered
5,208,0,0.15,0.03,206.59850702419,0.993262053000915,TRUE,1.29110380262343,well_powered
5,208,0,0.3,0.01,206.59850702419,0.993262053000915,TRUE,2.37642935661606,adequate
5,208,0,0.3,0.03,206.59850702419,0.993262053000915,TRUE,2.42900524651426,adequate
5,208,0,0.5,0.01,206.59850702419,0.993262053000915,TRUE,3.98480508471628,adequate
5,208,0,0.5,0.03,206.59850702419,0.993262053000915,TRUE,4.01712206090761,adequate
5,208,0.3,0.15,0.01,206.59850702419,0.993262053000915,TRUE,1.61884758411077,well_powered
5,208,0.3,0.15,0.03,206.59850702419,0.993262053000915,TRUE,1.75515638149706,well_powered
5,208,0.3,0.3,0.01,206.59850702419,0.993262053000915,TRUE,3.23675682225792,adequate
5,208,0.3,0.3,0.03,206.59850702419,0.993262053000915,TRUE,3.30867196241187,adequate
5,208,0.3,0.5,0.01,206.59850702419,0.993262053000915,TRUE,5.44268450830527,marginal
5,208,0.3,0.5,0.03,206.59850702419,0.993262053000915,TRUE,5.48713339934726,marginal
5,208,0.5,0.15,0.01,206.59850702419,0.993262053000915,TRUE,2.05183274486276,adequate
