timestamp,chain,location,product_name,price,unit,sale,category,year,location_type,wayback_url
4/11/2020 6:28,Hannaford Supermarket & Pharmacy,Meredith Hannaford Store 03253 Meredith NH,Maruchan Instant Beef Flavor Noodle Soup Cup,0.39,,False,Meat & Poultry,2020,store-specific,https://web.archive.org/web/20200411062834id_/https://www.hannaford.com/departments/grocery/soups?displayAll=true
