timestamp,chain,location,product_name,price,unit,sale,category,year,location_type,wayback_url
2025-11-05 04:47:41,Hays,All stores (no store selected),Certified Angus Beef 80% Lean Ground Chuck,2.48,,False,Meat & Poultry,2025,chain-wide,https://web.archive.org/web/20251105044741id_/https://www.hayssupermarkets.com/wp-content/uploads/2018/03/home-ad.jpg
2025-11-05 14:43:12,Gordon Food Service Store Mp183,Gordon Food Service Store Mp183,Cream Cheese Loaf,7.49,,False,Dairy & Eggs,2025,unknown,https://web.archive.org/web/20251105144312id_/https://www.gfsstore.com/en-us/food-truck/
2025-11-05 14:43:12,Gordon Food Service Store Mp183,Gordon Food Service Store Mp183,Cream Cheese Loaf,72.99,case,False,Dairy & Eggs,2025,unknown,https://web.archive.org/web/20251105144312id_/https://www.gfsstore.com/en-us/food-truck/
2025-11-05 14:43:12,Gordon Food Service Store Mp183,Gordon Food Service Store Mp183,American Cheese Slices,47.99,case,False,Dairy & Eggs,2025,unknown,https://web.archive.org/web/20251105144312id_/https://www.gfsstore.com/en-us/food-truck/
2025-11-05 14:43:12,Gordon Food Service Store Mp183,Gordon Food Service Store Mp183,American Cheese Slices,12.99,,False,Dairy & Eggs,2025,unknown,https://web.archive.org/web/20251105144312id_/https://www.gfsstore.com/en-us/food-truck/
2025-11-07 14:56:55,Gordon Food Service Store Mp183,Gordon Food Service Store Mp183,Cocktail Franks,18.99,package,False,Meat & Poultry,2025,unknown,https://web.archive.org/web/20251107145655id_/https://gfsstore.com/en-us/products/315338/?dsr_id=MP133
2025-11-07 14:56:55,Gordon Food Service Store Mp183,Gordon Food Service Store Mp183,Cocktail Franks,21.99,,False,Meat & Poultry,2025,unknown,https://web.archive.org/web/20251107145655id_/https://gfsstore.com/en-us/products/315338/?dsr_id=MP133
2025-11-07 15:45:58,Gordon Food Service Store Mp183,Gordon Food Service Store Mp183,Macaroni & Cheese,14.99,tray,False,Dairy & Eggs,2025,unknown,https://web.archive.org/web/20251107154558id_/https://gfsstore.com/es-us/departments/Frozen+Foods/
2025-11-07 15:45:58,Gordon Food Service Store Mp183,Gordon Food Service Store Mp183,Peanut Butter Cookies,17.99,box,False,Snacks,2025,unknown,https://web.archive.org/web/20251107154558id_/https://gfsstore.com/es-us/departments/Frozen+Foods/
2025-11-07 15:48:43,Gordon Food Service Store Mp183,Gordon Food Service Store Mp183,Flour Tortillas,4.49,bag,False,Bread & Bakery,2025,unknown,https://web.archive.org/web/20251107154843id_/https://gfsstore.com/es-us/departments/International/
